"leverantor","period","tjanst","tjanstdelt_ny","tjanstdelt_pagaende","tjanstdelt_avslutat","total_ny","total_pagaende","andel_ny","andel_pagaende"
"Lernia Utbildning AB","2024-08","Rusta och Matcha",149,2132,482,2960,46070,0.0503378378378378,0.0462774039505101
"Lernia Utbildning AB","2024-09","Rusta och Matcha",353,2043,463,6345,43259,0.0556343577620173,0.0472271666011697
"Lernia Utbildning AB","2024-10","Rusta och Matcha",404,2009,455,7366,41513,0.0548465924518056,0.0483944788379544
"Lernia Utbildning AB","2024-11","Rusta och Matcha",332,1958,371,5696,39416,0.0582865168539326,0.0496752587781612
"Lernia Utbildning AB","2024-12","Rusta och Matcha",375,2060,263,5974,40168,0.0627720120522263,0.0512846046604262
"LinQs Jobbcenter AB","2023-09","Rusta och Matcha",13,41,0,11957,41936,0.0010872292381032,0.000977680274704311
"LinQs Jobbcenter AB","2023-10","Rusta och Matcha",26,66,0,14711,47275,0.00176738495003739,0.00139608672659968
"LinQs Jobbcenter AB","2023-11","Rusta och Matcha",16,74,9,11758,52797,0.00136077564211601,0.00140159478758263
"LinQs Jobbcenter AB","2023-12","Rusta och Matcha",19,86,7,9187,56760,0.00206813976270817,0.00151515151515152
"LinQs Jobbcenter AB","2024-01","Rusta och Matcha",30,102,15,8900,59141,0.00337078651685393,0.00172469183814951
"LinQs Jobbcenter AB","2024-02","Rusta och Matcha",33,127,7,10063,63776,0.00327934015701083,0.00199134470647265
"LinQs Jobbcenter AB","2024-03","Rusta och Matcha",13,129,11,8455,64400,0.00153755174452986,0.00200310559006211
"LinQs Jobbcenter AB","2024-04","Rusta och Matcha",22,137,20,6871,62884,0.0032018629020521,0.00217861459194708
"LinQs Jobbcenter AB","2024-05","Rusta och Matcha",10,134,14,6017,57867,0.00166195778627223,0.00231565486373926
"LinQs Jobbcenter AB","2024-06","Rusta och Matcha",8,118,25,5742,53560,0.00139324277255312,0.00220313666915609
"LinQs Jobbcenter AB","2024-07","Rusta och Matcha",19,128,14,5390,52364,0.00352504638218924,0.00244442746925369
"LinQs Jobbcenter AB","2024-08","Rusta och Matcha",0,114,19,2960,46070,0,0.00247449533318863
"LinQs Jobbcenter AB","2024-09","Rusta och Matcha",21,113,15,6345,43259,0.0033096926713948,0.00261217318939411
"LinQs Jobbcenter AB","2024-10","Rusta och Matcha",17,108,23,7366,41513,0.00230790116752647,0.00260159468118421
"LinQs Jobbcenter AB","2024-11","Rusta och Matcha",15,110,11,5696,39416,0.00263342696629213,0.00279074487517759
"LinQs Jobbcenter AB","2024-12","Rusta och Matcha",17,118,10,5974,40168,0.00284566454636759,0.00293766182035451
"Livek Sjuhärad AB","2022-01","Rusta och Matcha",12,21,0,10877,43054,0.00110324538015997,0.000487759557764668
"Livek Sjuhärad AB","2022-02","Rusta och Matcha",41,68,0,16179,55202,0.00253414920576055,0.00123183942610775
"Livek Sjuhärad AB","2022-03","Rusta och Matcha",96,175,7,15411,65117,0.00622931672182208,0.00268747024586514
"Livek Sjuhärad AB","2022-04","Rusta och Matcha",89,248,22,11321,68619,0.00786149633424609,0.00361415934362203
"Livek Sjuhärad AB","2022-05","Rusta och Matcha",84,330,17,10669,70318,0.00787327772049864,0.0046929662390853
"Livek Sjuhärad AB","2022-06","Rusta och Matcha",57,365,27,7847,68443,0.00726392251815981,0.00533290475286004
"Livek Sjuhärad AB","2022-07","Rusta och Matcha",31,376,23,7911,69212,0.00391859436228037,0.00543258394498064
"Livek Sjuhärad AB","2022-08","Rusta och Matcha",25,385,24,4820,65940,0.00518672199170124,0.00583864118895966
"Livek Sjuhärad AB","2022-09","Rusta och Matcha",44,405,36,8197,66124,0.0053678174942052,0.00612485633053052
"Livek Sjuhärad AB","2022-10","Rusta och Matcha",62,435,38,11356,69163,0.00545966889749912,0.00628949004525541
"Livek Sjuhärad AB","2022-11","Rusta och Matcha",72,488,29,10934,70709,0.0065849643314432,0.00690152597264846
"Livek Sjuhärad AB","2022-12","Rusta och Matcha",56,496,47,10114,70789,0.00553687957286929,0.00700673833505206
"Livek Sjuhärad AB","2023-01","Rusta och Matcha",32,487,47,7787,67057,0.00410941312443817,0.0072624781901964
"Livek Sjuhärad AB","2023-02","Rusta och Matcha",85,506,62,11172,67672,0.00760830648048693,0.00747724317295189
"Livek Sjuhärad AB","2023-03","Rusta och Matcha",80,514,72,12440,69280,0.00643086816720257,0.00741916859122402
"Livek Sjuhärad AB","2023-04","Rusta och Matcha",43,433,124,8486,63195,0.00506716945557389,0.00685180789619432
"Livek Sjuhärad AB","2023-05","Rusta och Matcha",50,373,110,12038,60152,0.00415351387273633,0.0062009575741455
"Livek Sjuhärad AB","2023-06","Rusta och Matcha",46,340,80,9226,55094,0.00498590938651637,0.00617127091879334
"Livek Sjuhärad AB","2023-07","Rusta och Matcha",26,238,129,7862,51663,0.00330704655303994,0.0046067785455742
"Livek Sjuhärad AB","2023-08","Rusta och Matcha",45,211,71,6562,44388,0.00685766534593112,0.00475353699197981
"Lycka Service AB","2022-06","Rusta och Matcha",0,0,0,7847,68443,0,0
"Lycka Service AB","2022-07","Rusta och Matcha",0,5,0,7911,69212,0,7.22418077789979e-05
"Lycka Service AB","2022-08","Rusta och Matcha",0,9,0,4820,65940,0,0.000136487716105551
"Lycka Service AB","2022-09","Rusta och Matcha",6,16,0,8197,66124,0.000731975112846163,0.000241969632811082
"Lycka Service AB","2022-10","Rusta och Matcha",8,24,0,11356,69163,0.000704473406128919,0.000347006347324436
"Lycka Service AB","2022-11","Rusta och Matcha",0,30,0,10934,70709,0,0.000424274137662815
"Lycka Service AB","2022-12","Rusta och Matcha",8,38,0,10114,70789,0.000790982796124184,0.000536806565991891
"Lycka Service AB","2023-01","Rusta och Matcha",0,43,0,7787,67057,0,0.000641245507553276
"Lycka Service AB","2023-02","Rusta och Matcha",0,41,5,11172,67672,0,0.000605863577254995
"Lycka Service AB","2023-03","Rusta och Matcha",10,48,0,12440,69280,0.000803858520900322,0.00069284064665127
"Lycka Service AB","2023-04","Rusta och Matcha",7,44,11,8486,63195,0.000824888050907377,0.000696257615317668
"Lycka Service AB","2023-05","Rusta och Matcha",8,47,5,12038,60152,0.000664562219637814,0.000781353903444607
"Lycka Service AB","2023-06","Rusta och Matcha",8,44,10,9226,55094,0.00086711467591589,0.000798635060079137
"Lycka Service AB","2023-07","Rusta och Matcha",9,46,6,7862,51663,0.00114474688374459,0.000890385769312661
"Lycka Service AB","2023-08","Rusta och Matcha",6,42,8,6562,44388,0.000914355379457483,0.000946201676128683
"Lycka Service AB","2023-09","Rusta och Matcha",6,35,10,11957,41936,0.000501798109893786,0.000834605112552461
"Lycka Service AB","2023-10","Rusta och Matcha",9,38,5,14711,47275,0.000611787098089865,0.000803807509254363
"Lycka Service AB","2023-11","Rusta och Matcha",14,47,5,11758,52797,0.00119067868685151,0.000890202094815993
"Lycka Service AB","2023-12","Rusta och Matcha",0,43,0,9187,56760,0,0.000757575757575758
"Lycka Service AB","2024-01","Rusta och Matcha",9,49,0,8900,59141,0.00101123595505618,0.000828528432052214
"Lycka Service AB","2024-02","Rusta och Matcha",8,55,0,10063,63776,0.000794991553214747,0.000862393376818866
"Lycka Service AB","2024-03","Rusta och Matcha",0,54,6,8455,64400,0,0.000838509316770186
"Lycka Service AB","2024-04","Rusta och Matcha",0,56,0,6871,62884,0,0.000890528592328732
"Lycka Service AB","2024-05","Rusta och Matcha",0,52,8,6017,57867,0,0.000898612335182401
"Lycka Service AB","2024-06","Rusta och Matcha",6,52,7,5742,53560,0.00104493207941484,0.000970873786407767
"Lycka Service AB","2024-07","Rusta och Matcha",0,52,0,5390,52364,0,0.00099304865938431
"Lycka Service AB","2024-08","Rusta och Matcha",0,52,0,2960,46070,0,0.00112871716952464
"Lycka Service AB","2024-09","Rusta och Matcha",0,49,9,6345,43259,0,0.00113271226796736
"Lycka Service AB","2024-10","Rusta och Matcha",5,47,8,7366,41513,0.000678794461037198,0.00113217546310794
"Lycka Service AB","2024-11","Rusta och Matcha",0,41,11,5696,39416,0,0.00104018672620256
"Lycka Service AB","2024-12","Rusta och Matcha",5,47,0,5974,40168,0.000836960160696351,0.0011700856403107
"Lyckojobbet AB","2022-08","Rusta och Matcha",0,9,0,4820,65940,0,0.000136487716105551
"Lyckojobbet AB","2022-09","Rusta och Matcha",0,17,0,8197,66124,0,0.000257092734861775
"Lyckojobbet AB","2022-10","Rusta och Matcha",7,21,0,11356,69163,0.000616414230362804,0.000303630553908882
"Lyckojobbet AB","2022-11","Rusta och Matcha",9,27,0,10934,70709,0.000823120541430401,0.000381846723896534
"Lyckojobbet AB","2022-12","Rusta och Matcha",15,43,0,10114,70789,0.00148309274273285,0.000607439008885561
"Lyckojobbet AB","2023-01","Rusta och Matcha",12,54,5,7787,67057,0.00154102992166431,0.000805285055997137
"Lyckojobbet AB","2023-02","Rusta och Matcha",10,62,0,11172,67672,0.000895094880057286,0.000916183946092919
"Lyckojobbet AB","2023-03","Rusta och Matcha",25,83,0,12440,69280,0.0020096463022508,0.00119803695150115
"Lyckojobbet AB","2023-04","Rusta och Matcha",5,76,13,8486,63195,0.000589205750648126,0.00120262679009415
"Lyckojobbet AB","2023-05","Rusta och Matcha",11,74,13,12038,60152,0.000913773052001994,0.00123021678414683
"Lyckojobbet AB","2023-06","Rusta och Matcha",16,70,17,9226,55094,0.00173422935183178,0.00127055577739863
"Lyckojobbet AB","2023-07","Rusta och Matcha",13,74,10,7862,51663,0.00165352327651997,0.0014323597158508
"Lyckojobbet AB","2023-08","Rusta och Matcha",14,73,11,6562,44388,0.00213349588540079,0.001644588627557
"Lyckojobbet AB","2023-09","Rusta och Matcha",26,81,18,11957,41936,0.00217445847620641,0.00193151468904998
"Lyckojobbet AB","2023-10","Rusta och Matcha",28,96,14,14711,47275,0.0019033376385018,0.00203067160232681
"Lyckojobbet AB","2023-11","Rusta och Matcha",18,108,6,11758,52797,0.00153087259738051,0.00204557077106654
"Lyckojobbet AB","2023-12","Rusta och Matcha",17,120,5,9187,56760,0.00185044084031784,0.00211416490486258
"Lyckojobbet AB","2024-01","Rusta och Matcha",10,123,7,8900,59141,0.00112359550561798,0.00207977545188617
"Lyckojobbet AB","2024-02","Rusta och Matcha",8,125,6,10063,63776,0.000794991553214747,0.0019599849473156
"Lyckojobbet AB","2024-03","Rusta och Matcha",9,120,11,8455,64400,0.00106445890005914,0.00186335403726708
"Lyckojobbet AB","2024-04","Rusta och Matcha",12,121,12,6871,62884,0.0017464706738466,0.00192417785128173
"Lyckojobbet AB","2024-05","Rusta och Matcha",6,109,20,6017,57867,0.000997174671763337,0.00188362970259388
"Lyckojobbet AB","2024-06","Rusta och Matcha",10,90,30,5742,53560,0.0017415534656914,0.00168035847647498
"Lyckojobbet AB","2024-07","Rusta och Matcha",9,90,9,5390,52364,0.00166975881261596,0.001718738064319
"Lyckojobbet AB","2024-08","Rusta och Matcha",6,80,21,2960,46070,0.00202702702702703,0.00173648795311483
"Lyckojobbet AB","2024-09","Rusta och Matcha",11,71,19,6345,43259,0.00173364854215918,0.00164127695970781
"Lyckojobbet AB","2024-10","Rusta och Matcha",10,67,18,7366,41513,0.0013575889220744,0.00161395225591983
"Lyckojobbet AB","2024-11","Rusta och Matcha",18,74,12,5696,39416,0.00316011235955056,0.00187741018875584
"Lyckojobbet AB","2024-12","Rusta och Matcha",13,73,15,5974,40168,0.00217609641781051,0.00181736705835491
"Lönn-Sulic Mångfaldsmodeller AB","2022-09","Rusta och Matcha",0,7,0,8197,66124,0,0.000105861714354848
"Lönn-Sulic Mångfaldsmodeller AB","2022-10","Rusta och Matcha",6,14,0,11356,69163,0.000528355054596689,0.000202420369272588
"Lönn-Sulic Mångfaldsmodeller AB","2022-11","Rusta och Matcha",7,19,0,10934,70709,0.000640204865556978,0.000268706953853116
"Lönn-Sulic Mångfaldsmodeller AB","2022-12","Rusta och Matcha",10,29,0,10114,70789,0.00098872849515523,0.000409668168783286
"Lönn-Sulic Mångfaldsmodeller AB","2023-01","Rusta och Matcha",12,41,0,7787,67057,0.00154102992166431,0.000611420135108937
"Lönn-Sulic Mångfaldsmodeller AB","2023-02","Rusta och Matcha",0,41,5,11172,67672,0,0.000605863577254995
"Lönn-Sulic Mångfaldsmodeller AB","2023-03","Rusta och Matcha",7,45,0,12440,69280,0.000562700964630225,0.000649538106235566
"Lönn-Sulic Mångfaldsmodeller AB","2023-04","Rusta och Matcha",5,42,8,8486,63195,0.000589205750648126,0.000664609541894137
"Lönn-Sulic Mångfaldsmodeller AB","2023-05","Rusta och Matcha",9,45,6,12038,60152,0.00074763249709254,0.000748104801170368
"Lönn-Sulic Mångfaldsmodeller AB","2023-06","Rusta och Matcha",13,49,8,9226,55094,0.00140906134836332,0.000889389044179039
"Lönn-Sulic Mångfaldsmodeller AB","2023-07","Rusta och Matcha",10,49,10,7862,51663,0.00127194098193844,0.000948454406441747
"Lönn-Sulic Mångfaldsmodeller AB","2023-08","Rusta och Matcha",0,44,6,6562,44388,0,0.000991258898801478
"Lönn-Sulic Mångfaldsmodeller AB","2023-09","Rusta och Matcha",6,37,13,11957,41936,0.000501798109893786,0.000882296833269744
"Lönn-Sulic Mångfaldsmodeller AB","2023-10","Rusta och Matcha",7,37,6,14711,47275,0.00047583440962545,0.000782654680063458
"Lönn-Sulic Mångfaldsmodeller AB","2023-11","Rusta och Matcha",8,43,0,11758,52797,0.000680387821058003,0.000814440214406122
"Lönn-Sulic Mångfaldsmodeller AB","2023-12","Rusta och Matcha",0,43,0,9187,56760,0,0.000757575757575758
"Lönn-Sulic Mångfaldsmodeller AB","2024-01","Rusta och Matcha",6,45,0,8900,59141,0.000674157303370786,0.000760893458007135
"Lönn-Sulic Mångfaldsmodeller AB","2024-02","Rusta och Matcha",6,47,0,10063,63776,0.00059624366491106,0.000736954340190667
"Lönn-Sulic Mångfaldsmodeller AB","2024-03","Rusta och Matcha",7,46,9,8455,64400,0.000827912477823773,0.000714285714285714
"Lönn-Sulic Mångfaldsmodeller AB","2024-04","Rusta och Matcha",6,46,6,6871,62884,0.000873235336923301,0.000731505629412887
"Lönn-Sulic Mångfaldsmodeller AB","2024-05","Rusta och Matcha",5,41,10,6017,57867,0.000830978893136114,0.000708521264278432
"Lönn-Sulic Mångfaldsmodeller AB","2024-06","Rusta och Matcha",8,44,7,5742,53560,0.00139324277255312,0.00082150858849888
"Lönn-Sulic Mångfaldsmodeller AB","2024-07","Rusta och Matcha",9,52,0,5390,52364,0.00166975881261596,0.00099304865938431
"Lönn-Sulic Mångfaldsmodeller AB","2024-08","Rusta och Matcha",0,48,5,2960,46070,0,0.0010418927718689
"Lönn-Sulic Mångfaldsmodeller AB","2024-09","Rusta och Matcha",0,45,0,6345,43259,0,0.00104024596037819
"Lönn-Sulic Mångfaldsmodeller AB","2024-10","Rusta och Matcha",5,41,9,7366,41513,0.000678794461037198,0.000987642425264375
"Lönn-Sulic Mångfaldsmodeller AB","2024-11","Rusta och Matcha",5,39,7,5696,39416,0.000877808988764045,0.000989445910290238
"Lönn-Sulic Mångfaldsmodeller AB","2024-12","Rusta och Matcha",8,43,0,5974,40168,0.00133913625711416,0.00107050388368851
"M Möjligheternas Plats AB","2023-10","Rusta och Matcha",0,0,0,14711,47275,0,0
"M Möjligheternas Plats AB","2023-11","Rusta och Matcha",11,41,0,11758,52797,0.000935533253954754,0.000776559274201186
"M Möjligheternas Plats AB","2023-12","Rusta och Matcha",7,47,0,9187,56760,0.00076194622836617,0.000828047921071177
"M Möjligheternas Plats AB","2024-01","Rusta och Matcha",7,51,5,8900,59141,0.000786516853932584,0.000862345919074754
"M Möjligheternas Plats AB","2024-02","Rusta och Matcha",8,61,0,10063,63776,0.000794991553214747,0.000956472654290015
"M Möjligheternas Plats AB","2024-03","Rusta och Matcha",6,66,0,8455,64400,0.000709639266706091,0.00102484472049689
"M Möjligheternas Plats AB","2024-04","Rusta och Matcha",0,63,5,6871,62884,0,0.00100184466636982
"M Möjligheternas Plats AB","2024-05","Rusta och Matcha",0,57,11,6017,57867,0,0.000985017367411478
"M Möjligheternas Plats AB","2024-06","Rusta och Matcha",5,54,8,5742,53560,0.000870776732845698,0.00100821508588499
"M Möjligheternas Plats AB","2024-07","Rusta och Matcha",6,52,7,5390,52364,0.00111317254174397,0.00099304865938431
"M Möjligheternas Plats AB","2024-08","Rusta och Matcha",0,52,0,2960,46070,0,0.00112871716952464
"M Möjligheternas Plats AB","2024-09","Rusta och Matcha",5,50,9,6345,43259,0.000788022064617809,0.00115582884486465
"M Möjligheternas Plats AB","2024-10","Rusta och Matcha",5,47,11,7366,41513,0.000678794461037198,0.00113217546310794
"M Möjligheternas Plats AB","2024-11","Rusta och Matcha",6,45,8,5696,39416,0.00105337078651685,0.0011416683580272
"M Möjligheternas Plats AB","2024-12","Rusta och Matcha",0,43,7,5974,40168,0,0.00107050388368851
"MB Restart AB","2023-03","Rusta och Matcha",6,6,0,12440,69280,0.000482315112540193,8.66050808314088e-05
"MB Restart AB","2023-04","Rusta och Matcha",27,37,0,8486,63195,0.00318171105349988,0.000585489358335311
"MB Restart AB","2023-05","Rusta och Matcha",29,62,0,12038,60152,0.00240903804618707,0.0010307221705014
"MB Restart AB","2023-06","Rusta och Matcha",26,77,9,9226,55094,0.00281812269672664,0.00139761135513849
"MB Restart AB","2023-07","Rusta och Matcha",24,92,6,7862,51663,0.00305265835665225,0.00178077153862532
"MB Restart AB","2023-08","Rusta och Matcha",21,95,19,6562,44388,0.00320024382810119,0.00214021807695774
"MB Restart AB","2023-09","Rusta och Matcha",34,106,21,11957,41936,0.00284352262273145,0.00252766119801602
"MB Restart AB","2023-10","Rusta och Matcha",56,136,25,14711,47275,0.0038066752770036,0.00287678476996298
"MB Restart AB","2023-11","Rusta och Matcha",36,154,16,11758,52797,0.00306174519476101,0.00291683239578006
"MIRA Kompetens AB","2022-01","Rusta och Matcha",15,18,0,10877,43054,0.00137905672519996,0.000418079620941144
"MIRA Kompetens AB","2022-02","Rusta och Matcha",21,44,0,16179,55202,0.00129797886148711,0.000797072569834426
"MIRA Kompetens AB","2022-03","Rusta och Matcha",13,59,0,15411,65117,0.000843553306080073,0.000906061397177388
"MIRA Kompetens AB","2022-04","Rusta och Matcha",12,69,0,11321,68619,0.00105997703383093,0.00100555239802387
"MIRA Kompetens AB","2022-05","Rusta och Matcha",10,70,9,10669,70318,0.000937294966726029,0.0009954776870787
"MIRA Kompetens AB","2022-06","Rusta och Matcha",7,76,5,7847,68443,0.000892060660124889,0.00111041304443113
"MIRA Kompetens AB","2022-07","Rusta och Matcha",7,77,0,7911,69212,0.000884843888256858,0.00111252383979657
"MIRA Kompetens AB","2022-08","Rusta och Matcha",6,79,5,4820,65940,0.0012448132780083,0.00119805884137094
"MIRA Kompetens AB","2022-09","Rusta och Matcha",5,79,0,8197,66124,0.000609979260705136,0.00119472506200472
"MIRA Kompetens AB","2022-10","Rusta och Matcha",15,83,9,11356,69163,0.00132088763649172,0.00120006361783034
"MIRA Kompetens AB","2022-11","Rusta och Matcha",13,85,11,10934,70709,0.00118895189317725,0.00120211005671131
"MIRA Kompetens AB","2022-12","Rusta och Matcha",10,87,7,10114,70789,0.00098872849515523,0.00122900450634986
"MIRA Kompetens AB","2023-01","Rusta och Matcha",0,70,18,7787,67057,0,0.00104388803555184
"MIRA Kompetens AB","2023-02","Rusta och Matcha",6,62,14,11172,67672,0.000537056928034372,0.000916183946092919
"MIRA Kompetens AB","2023-03","Rusta och Matcha",7,63,6,12440,69280,0.000562700964630225,0.000909353348729792
"MIRA Kompetens AB","2023-04","Rusta och Matcha",9,57,16,8486,63195,0.00106057035116663,0.000901970092570615
